filename,width,height,class,xmin,ymin,xmax,ymax
kaleng-25-_jpg.rf.fa005924448263086e34779df9002b2a.jpg,600,600,Anorganik,114,31,500,504
tissue-43-_jpg.rf.fa1fdfd57c722c4dc72ddb63d42dab85.jpg,600,600,Organik,190,232,493,502
daun-6-_jpg.rf.fa637aa7b70d1f55aef33e1d72cfb531.jpg,600,600,Organik,134,80,374,484
tissue-21-_jpg.rf.fa5a0fb964c10e351f8465fc8abcb861.jpg,600,600,Organik,203,215,412,468
kayu-23-_jpg.rf.fcbb52634b5fb3e9dbfbcffe6395a694.jpg,600,600,Organik,187,93,416,600
daun-48-_jpg.rf.fb68951fe212e15854e41fb6898e49fe.jpg,600,600,Organik,137,147,486,463
kardus-37-_jpg.rf.fa78b85dd015377640af43b60b250e61.jpg,600,600,Organik,17,183,590,515
botol_minum-5-_jpg.rf.fc8754ed41ab907dd55e934f09612a4b.jpg,600,600,Anorganik,221,86,381,530
daun-46-_jpg.rf.fcce5775b8711feb88ce783405379ed6.jpg,600,600,Organik,132,188,510,465
botol_minum-20-_jpg.rf.fcfde17e0f646522a6620678a35669f7.jpg,600,600,Anorganik,87,249,530,399
kayu-2-_jpg.rf.fd0cd9d4cc63e658a027d2b05406ad6f.jpg,600,600,Organik,188,63,460,532
kertas-11-_jpg.rf.fd858bbcdd1f3c6e6f5c3aa6a386e5b5.jpg,600,600,Organik,196,137,471,357
kaleng-19-_jpg.rf.fda3f051ad421b1b5c51b3d1a6c1b97d.jpg,600,600,Anorganik,53,55,518,560
kaleng-26-_jpg.rf.fdc476477238183632903e7d4dbb385a.jpg,600,600,Anorganik,76,163,506,581
tissue-49-_jpg.rf.fda7211bce453ad960f5f3632bc7095a.jpg,600,600,Organik,174,141,456,507
bungkus_makanan-24-_jpg.rf.fdffa638aa2afe70a24f7f78bb575bc8.jpg,600,600,Anorganik,242,62,495,457
tissue-46-_jpg.rf.ffd12b31a0b08bd54c58e0073172d369.jpg,600,600,Organik,152,182,428,455
kertas-2-_jpg.rf.ffb5757f9af8ba11de8decc9c613c794.jpg,600,600,Organik,179,156,376,407
tissue-49-_jpg.rf.fec682110897e8b800f995b13f86ef99.jpg,600,600,Organik,174,141,456,507
kayu-32-_jpg.rf.ff4bd6800e5904101cef871c174414a2.jpg,600,600,Organik,223,46,433,573
bungkus_makanan-34-_jpg.rf.0033bc617e1daca1abd1e981ef21a26c.jpg,600,600,Anorganik,99,169,451,497
kayu-27-_jpg.rf.0114ebbc2822bf850d8ed5874a97e0eb.jpg,600,600,Organik,200,99,396,600
kaca-33-_jpg.rf.013c2b52fe0c34deed8d047c3546c8d9.jpg,600,600,Anorganik,140,174,391,521
kaca-20-_jpg.rf.011a6e81ebfeaae19c41af9dc49a7e8d.jpg,600,600,Anorganik,114,99,343,453
tissue-40-_jpg.rf.01317de5773c563df564e356e21d6f21.jpg,600,600,Organik,200,169,456,434
kaleng-39-_jpg.rf.019082b129cddfd274f22b8d81c7544b.jpg,600,600,Anorganik,86,93,530,484
kaca-47-_jpg.rf.0191b9bcbc23b5e1a691f45326d2106f.jpg,600,600,Anorganik,200,52,470,465
bungkus_makanan-34-_jpg.rf.018a6eb672ec511411eb058eaf9d922b.jpg,600,600,Anorganik,99,169,451,497
botol_minum-24-_jpg.rf.019b8d9029ba1585205d187a0f0f2039.jpg,600,600,Anorganik,36,214,540,417
bungkus_makanan-41-_jpg.rf.019bf961fab78bcaac1cd784a5d4422f.jpg,600,600,Anorganik,193,183,380,480
bungkus_makanan-40-_jpg.rf.01aac41ed328a4b59adf7a3e301225df.jpg,600,600,Anorganik,200,130,404,450
kaleng-7-_jpg.rf.0238a413b313589984738a74f43eb27a.jpg,600,600,Anorganik,4,37,344,466
kertas-40-_jpg.rf.0242b24d173e42635a03bf0da17e6720.jpg,600,600,Organik,94,130,353,381
kayu-30-_jpg.rf.0311afa89b72c12b883a6a228b1c3827.jpg,600,600,Organik,39,256,554,437
botol_minum-7-_jpg.rf.01ae12162257156e5b35bc5b1ec3f9ce.jpg,600,600,Anorganik,132,148,555,500
bungkus_makanan-38-_jpg.rf.032ba97f9f1aa7f3f52cfc039175eb9b.jpg,600,600,Anorganik,267,154,431,463
tissue-37-_jpg.rf.023fd6d316028adbe22ce4707c3a5736.jpg,600,600,Organik,187,197,514,403
baja-22-_jpg.rf.032ddde6216e5fdf30bec46c6e093653.jpg,600,600,Anorganik,69,186,519,554
botol_minum-21-_jpg.rf.033d656c81768f57d55850111fe1f046.jpg,600,600,Anorganik,166,284,543,459
baja-44-_jpg.rf.034fcb4c8403126cb998310933877cda.jpg,600,600,Anorganik,123,40,433,600
kaca-20-_jpg.rf.036024dfcada66aeafd803fa84406d43.jpg,600,600,Anorganik,114,99,343,453
baja-20-_jpg.rf.036ce781b994556abbe0e6e4b1b1f1a5.jpg,600,600,Anorganik,151,49,420,544
kaleng-13-_jpg.rf.03c305c7b81ce8001cadff9b8afc13a3.jpg,600,600,Anorganik,43,73,539,547
kardus-45-_jpg.rf.044aa9e058366e02618f6332b974fd79.jpg,600,600,Organik,47,181,546,499
kaca-20-_jpg.rf.03779f429c09f8a0074eb172d0cca5c8.jpg,600,600,Anorganik,114,99,343,453
kardus-4-_jpg.rf.04b65be2ab015c6488a4919fd662c40e.jpg,600,600,Organik,160,64,471,586
baja-21-_jpg.rf.04c2ed4b7ff84bf9427044e20f8e2049.jpg,600,600,Anorganik,43,130,546,513
kardus-40-_jpg.rf.04d102aed20297ce31ccc441dff6b09c.jpg,600,600,Organik,226,23,506,576
tissue-48-_jpg.rf.04900df6e787e4c5ce88d80e7abb5070.jpg,600,600,Organik,170,157,437,497
baja-49-_jpg.rf.04e1a77fa607a1ff57149f2c935b3521.jpg,600,600,Anorganik,140,143,392,547
bungkus_makanan-32-_jpg.rf.054b22c2e2b5852b4ac5aa751f52aef8.jpg,600,600,Anorganik,16,211,411,479
daun-5-_jpg.rf.05ee47180d58327803e7ace7e2e4cc9a.jpg,600,600,Organik,60,173,466,441
kaca-21-_jpg.rf.05af98db1cc655bc61989ffd91846c5f.jpg,600,600,Anorganik,171,101,454,569
daun-34-_jpg.rf.0646b8d6fe48b9ebee58d8ab471c473e.jpg,600,600,Organik,210,115,420,500
tissue-47-_jpg.rf.073b725aff140b37447979e469a11332.jpg,600,600,Organik,173,172,428,485
kardus-18-_jpg.rf.07049fe14f73e54fc1eb0b52257a87f7.jpg,600,600,Organik,48,57,593,433
kaleng-15-_jpg.rf.077dc7ac4cd1ab048ddbe3ffec20166e.jpg,600,600,Anorganik,67,109,453,536
bungkus_makanan-24-_jpg.rf.082f13387a956164ec162a2c744df2ec.jpg,600,600,Anorganik,242,62,495,457
bungkus_makanan-40-_jpg.rf.089f6c426c6216f753ff532bc2c2c2ae.jpg,600,600,Anorganik,200,130,404,450
kardus-1-_jpg.rf.0799e24b222d2fc3dd3e3e637d072e75.jpg,600,600,Organik,53,67,567,575
botol_minum-36-_jpg.rf.06e552aea754455cedd02f165b89f095.jpg,600,600,Anorganik,47,201,561,401
bungkus_makanan-2-_jpg.rf.08f4105297ac6ce9a2c5362aae8161b9.jpg,600,600,Anorganik,139,151,446,431
kertas-7-_jpg.rf.09474fb8fccbad0758f0b3fcb4031b9f.jpg,600,600,Organik,213,157,443,393
kertas-11-_jpg.rf.0a00f4cb0d0894da4881537ff2797032.jpg,600,600,Organik,196,137,471,357
kaca-12-_jpg.rf.09c2317dba43e2c97acf26d5298342d2.jpg,600,600,Anorganik,31,131,526,379
kardus-12-_jpg.rf.0bc6ec95856e8a53606d91be7b1d3077.jpg,600,600,Organik,33,187,577,524
kertas-7-_jpg.rf.0bcf215605ffa17cf3ce453008af5dc7.jpg,600,600,Organik,213,157,443,393
bungkus_makanan-2-_jpg.rf.0af52ea5dbb7b895fbcd3918ef43050b.jpg,600,600,Anorganik,139,151,446,431
baja-9-_jpg.rf.0a5c8bf58500869aa1f336eb7a6504b5.jpg,600,600,Anorganik,117,134,407,517
kayu-13-_jpg.rf.0cf17966129ce7ae8d74d1033c8de8e9.jpg,600,600,Organik,111,331,531,499
kardus-32-_jpg.rf.0c725e7200cdc4819946ef93bae575a8.jpg,600,600,Organik,47,98,502,557
kaleng-3-_jpg.rf.0d344626e3ea8a724713db735c23902a.jpg,600,600,Anorganik,224,223,504,530
kayu-20-_jpg.rf.0d578bbc3a36e696b31b93c7e98c33d1.jpg,600,600,Organik,234,124,336,561
daun-42-_jpg.rf.0d9d11ef4feff94e5fed657c63b3e4d8.jpg,600,600,Organik,166,93,530,414
daun-39-_jpg.rf.0e1e46f5f075ff45aef5a9945ee26840.jpg,600,600,Organik,127,118,487,460
kardus-9-_jpg.rf.0dd559c5125f3687d503394929737c25.jpg,600,600,Organik,43,55,520,502
kardus-33-_jpg.rf.0dd63d133d57da570edf7679ec3e8ad3.jpg,600,600,Organik,123,81,450,546
bungkus_makanan-49-_jpg.rf.0e2778ba798f07b44970bb19009a9ca2.jpg,600,600,Anorganik,214,204,451,427
daun-7-_jpg.rf.0e30f023d4d90b979f30a4e74475d3f9.jpg,600,600,Organik,107,222,537,458
botol_minum-20-_jpg.rf.0e77d52c6a3664a7c8f701c8b4991697.jpg,600,600,Anorganik,87,249,530,399
kardus-34-_jpg.rf.0e6d1c27ace309aa2b67c470710e6363.jpg,600,600,Organik,76,197,583,486
kaca-29-_jpg.rf.0fbff92e022d917eb0fc63b3145eda01.jpg,600,600,Anorganik,110,208,470,427
daun-18-_jpg.rf.0f60f6c66a8ce43497d5541c64493e09.jpg,600,600,Organik,79,224,499,501
daun-11-_jpg.rf.0f62e1d37e569b93a7ab21845eda3fae.jpg,600,600,Organik,165,123,375,498
kardus-45-_jpg.rf.0eedf1c0060f6f5b6de8cd6544559e52.jpg,600,600,Organik,47,181,546,499
botol_minum-30-_jpg.rf.0fdd2e3740985d04c2ebdd952f18a83e.jpg,600,600,Anorganik,174,0,387,576
bungkus_makanan-41-_jpg.rf.10006c92df61511e6769ebfe06badc9d.jpg,600,600,Anorganik,193,183,380,480
daun-27-_jpg.rf.1093cf7ddf2bb965977dd65e1f7ce18c.jpg,600,600,Organik,80,200,498,445
bungkus_makanan-30-_jpg.rf.11081ed87cfb9c3143a9a4d1709bf91f.jpg,600,600,Anorganik,63,176,446,433
bungkus_makanan-27-_jpg.rf.1115766e400c9b9105332bf3dbf8b66e.jpg,600,600,Anorganik,86,189,469,567
botol_minum-18-_jpg.rf.1121ae3b654ed5d43dfb3ae394056b29.jpg,600,600,Anorganik,50,240,437,438
kaleng-43-_jpg.rf.11d99a16f9d1cd9b387400b4d33c7a9b.jpg,600,600,Anorganik,106,141,460,513
tissue-28-_jpg.rf.111ca47b6bbfb38561e6ad1c51de2d5c.jpg,600,600,Organik,148,260,462,512
kaca-34-_jpg.rf.11edf3ac7636b5c1dae8140546fd490b.jpg,600,600,Anorganik,260,147,453,550
baja-8-_jpg.rf.124102e109ebc818452d3ff67feb8907.jpg,600,600,Anorganik,92,0,400,524
kertas-48-_jpg.rf.11dcde7c6539a65a51c5217f11a12197.jpg,600,600,Organik,131,147,533,433
tissue-44-_jpg.rf.1288ff9d0f5bfbfd03a089601f0a9f82.jpg,600,600,Organik,176,199,463,454
botol_minum-13-_jpg.rf.1240a385d2fe9cec67d6142c6365c967.jpg,600,600,Anorganik,230,33,432,462
tissue-17-_jpg.rf.128a02feb2ecbe6f0744899f65bc2f3c.jpg,600,600,Organik,232,253,472,467
kertas-12-_jpg.rf.13320d7d21ece3dda1caca7506f5d92f.jpg,600,600,Organik,146,180,459,373
tissue-37-_jpg.rf.124539601aef6dadcf6cba05b1d7c37c.jpg,600,600,Organik,187,197,514,403
baja-4-_jpg.rf.12f4bf74cac05f400babcf603e9d7288.jpg,600,600,Anorganik,96,169,497,451
baja-12-_jpg.rf.1288a0c8f739ad0c455012011e0f02d5.jpg,600,600,Anorganik,76,167,446,594
daun-10-_jpg.rf.13b9ba78a861695a8a83055fcd6c3e53.jpg,600,600,Organik,157,150,365,513
bungkus_makanan-44-_jpg.rf.13b827a561518df3a265b28914a77bc5.jpg,600,600,Anorganik,97,176,427,436
kardus-19-_jpg.rf.13e3c272754569ad88ee6e402b55234e.jpg,600,600,Organik,164,17,554,541
daun-43-_jpg.rf.14558e4acbcd2a0db8616a7bf17a7f75.jpg,600,600,Organik,68,217,460,422
daun-7-_jpg.rf.148efcc3e723e1814ff6a7e42764b4b8.jpg,600,600,Organik,107,222,537,458
daun-14-_jpg.rf.14be14a106b486ec4fbbcbcb79281c7d.jpg,600,600,Organik,121,194,510,463
kayu-29-_jpg.rf.154e90f7abea8d7056dc0a690108858c.jpg,600,600,Organik,240,61,413,573
kertas-48-_jpg.rf.15e0dd4ea1414edf7ac60481c20bd6b5.jpg,600,600,Organik,131,147,533,433
bungkus_makanan-5-_jpg.rf.1602364fe459610050e1ecf803cd9ac6.jpg,600,600,Anorganik,225,157,423,457
kaleng-36-_jpg.rf.1648d49308b440a1cd409ce5b5b398c8.jpg,600,600,Anorganik,99,181,476,567
botol_minum-23-_jpg.rf.171729c251927dc7c40663fa68ff2773.jpg,600,600,Anorganik,123,10,364,524
kayu-11-_jpg.rf.16850ab23d927d9622820d5660ffbc86.jpg,600,600,Organik,108,101,600,434
kardus-44-_jpg.rf.16cea1574c36355ce7a6a817e031475c.jpg,600,600,Organik,164,116,477,493
kaca-13-_jpg.rf.1659a043d4a816ff92614ec4e1cf4f9e.jpg,600,600,Anorganik,80,170,507,420
daun-47-_jpg.rf.17e7a3b5f34df02eb2ee5681f5d67244.jpg,600,600,Organik,73,204,533,437
kardus-29-_jpg.rf.178715f954f56a84d64205ed6ec48b15.jpg,600,600,Organik,43,137,500,513
kardus-36-_jpg.rf.17e87db9deda3bf5e898dcdb9f9c2882.jpg,600,600,Organik,101,64,527,579
kaca-10-_jpg.rf.17f2e3eca70ce1073c7921cca2dc2c5c.jpg,600,600,Anorganik,73,94,417,529
baja-29-_jpg.rf.17ef1ea39abc60ce924167a94f670350.jpg,600,600,Anorganik,126,111,414,560
tissue-44-_jpg.rf.187793d0c1f00b93b122c57aff53d262.jpg,600,600,Organik,176,199,463,454
daun-20-_jpg.rf.175f70525aedc8307ebb2052ed395449.jpg,600,600,Organik,93,190,554,441
kardus-43-_jpg.rf.18bc91057e2dd02fa48e2f54ee00ca1c.jpg,600,600,Organik,21,171,539,489
bungkus_makanan-18-_jpg.rf.19f10a05e9400044d998065419060b0e.jpg,600,600,Anorganik,250,102,413,428
daun-43-_jpg.rf.1a25943133e2cc67b3aa5d4cdf9423b7.jpg,600,600,Organik,68,217,460,422
daun-1-_jpg.rf.1ac2a251dc95e671afc7a91bebf94769.jpg,600,600,Organik,180,102,418,500
kayu-32-_jpg.rf.1ae95f2eef9b59525bbe48abac8101a3.jpg,600,600,Organik,223,46,433,573
kaca-11-_jpg.rf.1b30b5860168927b914876478ee02b3a.jpg,600,600,Anorganik,26,219,497,466
kaca-38-_jpg.rf.1ac6929bebe94c135b90b828b38cecc6.jpg,600,600,Anorganik,227,209,536,514
bungkus_makanan-3-_jpg.rf.1b2ce1d2775ec789ac336e67fee34352.jpg,600,600,Anorganik,163,237,423,439
tissue-8-_jpg.rf.1b2571d83b604e7e50070533ed1003f7.jpg,600,600,Organik,152,200,427,473
kaca-49-_jpg.rf.1b5fe7265f909bb5a54fd5d9d93fb2c9.jpg,600,600,Anorganik,227,78,387,482
baja-43-_jpg.rf.1bbc9088b05c570a77c8f0f171dd4c2d.jpg,600,600,Anorganik,169,30,414,560
kaleng-46-_jpg.rf.1c023461a1745db07ccd492ed01d8ca5.jpg,600,600,Anorganik,31,166,527,583
kaca-44-_jpg.rf.1c0164b1552837e5a151708227d95abc.jpg,600,600,Anorganik,58,130,443,493
kertas-47-_jpg.rf.1c3fb6e833989c72697ad4124a8e088e.jpg,600,600,Organik,51,87,379,489
baja-33-_jpg.rf.1c65cb9eed91235c9db72bd556ca3718.jpg,600,600,Anorganik,73,137,427,503
kertas-45-_jpg.rf.1c8385f60626cde1d94cef3b821e3ca5.jpg,600,600,Organik,70,113,496,467
baja-4-_jpg.rf.1c77e45ab06b8e23e67300cb80d41d66.jpg,600,600,Anorganik,96,169,497,451
kaca-33-_jpg.rf.1ce3e431ce4d73452be0b54d1f9acf08.jpg,600,600,Anorganik,140,174,391,521
kaca-31-_jpg.rf.1d1c3b593cc04e2461c829509c775c69.jpg,600,600,Anorganik,129,154,456,414
kaca-23-_jpg.rf.1d77db470ee9da21f9571349cac5db44.jpg,600,600,Anorganik,134,120,436,519
kardus-24-_jpg.rf.1d6a268697fd288a37aa1c1fe2709c6b.jpg,600,600,Organik,97,50,570,536
kaca-36-_jpg.rf.1d913fdd9cd4d264361b3c71eed7f601.jpg,600,600,Anorganik,196,167,444,546
daun-38-_jpg.rf.1e08a00aea40a36fcf678a3b14398f0a.jpg,600,600,Organik,73,231,546,427
bungkus_makanan-28-_jpg.rf.1db72870e9a69e1ec03a98f83c636366.jpg,600,600,Anorganik,80,127,469,471
daun-13-_jpg.rf.1e354319f490efa7b4a0b659c092c765.jpg,600,600,Organik,38,225,443,508
baja-24-_jpg.rf.1e5cd6d0b47c9d236d7fec35f2556a38.jpg,600,600,Anorganik,104,0,377,576
baja-20-_jpg.rf.1e9ac17234a581f911195a89c844276b.jpg,600,600,Anorganik,151,49,420,544
kertas-38-_jpg.rf.1e800923d8bb0c737f6e5b091fded14c.jpg,600,600,Organik,87,113,421,517
tissue-5-_jpg.rf.1ea13e6ee4bbca600f87a39395bd0907.jpg,600,600,Organik,121,221,377,454
kaleng-24-_jpg.rf.1fb23ed559cd2c43303f8ca21bfb5f2a.jpg,600,600,Anorganik,77,10,597,497
daun-11-_jpg.rf.1f80ee526ad72515f541b53fa30bb193.jpg,600,600,Organik,165,123,375,498
kayu-10-_jpg.rf.1ff88f51655b188aadefcdaab72b3dd7.jpg,600,600,Organik,216,84,464,600
kaca-22-_jpg.rf.1fcc39f7ef1d805c7ecfb320f324696c.jpg,600,600,Anorganik,156,126,390,510
kaleng-12-_jpg.rf.1ffc3bebcd6c84d368c91e694b7f5e7f.jpg,600,600,Anorganik,3,32,465,470
kaca-17-_jpg.rf.203178fe439c4afe17f4fc9118d0742c.jpg,600,600,Anorganik,121,180,519,449
kardus-8-_jpg.rf.204c1114c528aded737e3428b34f538b.jpg,600,600,Organik,88,73,473,577
botol_minum-25-_jpg.rf.207e0a2a8ad99b5aa2896f330af9e0dc.jpg,600,600,Anorganik,210,70,407,587
kardus-50-_jpg.rf.2080599382ff1e2539e997415c293ac3.jpg,600,600,Organik,166,51,463,580
baja-50-_jpg.rf.2102954737a57fcccac2e648908bbfbd.jpg,600,600,Anorganik,131,0,439,513
kaca-17-_jpg.rf.20e7f18b9832ba4a6c36a32f951e93db.jpg,600,600,Anorganik,121,180,519,449
kertas-26-_jpg.rf.20f8bdc893376d6091dddf24dcf344a9.jpg,600,600,Organik,140,185,418,462
kaca-15-_jpg.rf.214a8f3b2f3ca184c78ce115e7e2b27e.jpg,600,600,Anorganik,133,104,511,437
botol_minum-48-_jpg.rf.2103f9c0d50073602a251b1583cf15ca.jpg,600,600,Anorganik,91,174,487,561
kaleng-20-_jpg.rf.21b0cfcf6b01c588997b833859d32148.jpg,600,600,Anorganik,134,61,484,501
bungkus_makanan-9-_jpg.rf.21e50b8b5112190790b5a30c2cefdfa9.jpg,600,600,Anorganik,169,167,370,499
kardus-35-_jpg.rf.224f8b281211288f2f451b0f2c70c4b7.jpg,600,600,Organik,69,164,519,560
daun-30-_jpg.rf.223e3cc54e9e1af14b7a29102f58e222.jpg,600,600,Organik,160,190,452,523
bungkus_makanan-18-_jpg.rf.229af45d3a7b9f1665edc366a5d1ded2.jpg,600,600,Anorganik,250,102,413,428
baja-39-_jpg.rf.225b3178c34597cd6c58fe0b0349ff52.jpg,600,600,Anorganik,192,220,465,467
kayu-7-_jpg.rf.2377513744820156dd7846dc66c9c76e.jpg,600,600,Organik,67,222,577,470
kertas-5-_jpg.rf.23a7a6a04d48e86d689530d74f3a3be1.jpg,600,600,Organik,234,166,459,410
botol_minum-19-_jpg.rf.248728e20166436f18733f6e172d4193.jpg,600,600,Anorganik,230,1,424,531
kertas-48-_jpg.rf.23a3cb7d1c66d0a7d65d1bbbd2f21810.jpg,600,600,Organik,131,147,533,433
botol_minum-41-_jpg.rf.2493d12749884157fc74d588df1cea01.jpg,600,600,Anorganik,30,284,580,479
kertas-6-_jpg.rf.23afc63099b66128ee3b7df51aa6ebae.jpg,600,600,Organik,221,164,439,417
bungkus_makanan-43-_jpg.rf.248c66520d86d671e408f3b22909def3.jpg,600,600,Anorganik,163,222,438,498
